0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,active_hand
4.142276,9.755013,4.030871,5.6051908,7.899518,2.6579723,2.1388218,8.734105,6.165206,8.786555,4.992086,2.3162892,2.8028345,1.7856983,-1.3170776,4.6377172,1
1.8358352,4.102593,5.208255,7.6839614,8.0208025,5.7347,6.9558315,5.249918,9.915339,1.7924461,8.36931,1.4778047,7.599363,3.6351185,-3.159995,3.6839733,0
4.150591,9.763452,4.0397744,5.602873,7.899501,2.6668792,2.1410236,8.744088,6.1678877,8.792149,4.982838,2.3255198,2.802902,1.7807813,-1.3220805,4.6467013,1
1.8086706,4.0655556,5.195281,7.708498,8.055259,5.7699037,6.917021,5.264241,9.930271,1.7622361,8.377266,1.4673599,7.5643864,3.6454763,-3.1950877,3.707546,0
4.1409855,9.7534,4.029445,5.607906,7.902271,2.6565428,2.1360679,8.7331085,6.162762,8.784478,4.993491,2.3149886,2.8000467,1.7878581,-1.315041,4.636342,1
1.8356609,4.1013393,5.2061176,7.6856284,8.023559,5.7372007,6.9528036,5.2495112,9.915545,1.7899721,8.368496,1.4757206,7.596614,3.6345036,-3.162521,3.6860662,0
4.136045,9.747565,4.0197372,5.6146755,7.907538,2.6469467,2.1295424,8.7242365,6.15647,8.776278,5.0030746,2.3074865,2.7949042,1.7957767,-1.3072038,4.627135,1
1.8713896,4.1382327,5.178277,7.6513853,7.9842424,5.698032,6.9925513,5.218437,9.913618,1.8292406,8.333718,1.4420186,7.636159,3.5994523,-3.123353,3.647014,0
4.146124,9.75896,4.034566,5.6053123,7.9009843,2.661656,2.1385186,8.738854,6.1653,8.788402,4.988124,2.3205557,2.8013618,1.7843066,-1.3184998,4.6415796,1
1.837651,4.10275,5.2054267,7.684947,8.023301,5.7374854,6.952476,5.247833,9.91422,1.7897806,8.367266,1.4749815,7.596599,3.633295,-3.162789,3.6865058,0
4.1531796,9.766611,4.0444145,5.5987988,7.89595,2.6714704,2.1448324,8.748144,6.1716046,8.79663,4.978288,2.3290071,2.8063464,1.7764567,-1.3263062,4.651121,1
1.8382319,4.1049056,5.2087617,7.6808887,8.017393,5.7315364,6.9593897,5.24864,9.914251,1.7955866,8.369111,1.4778415,7.6029954,3.6346502,-3.1569493,3.680839,0
4.1519446,9.765466,4.044552,5.598527,7.8957295,2.6715593,2.1450298,8.747924,6.171716,8.796894,4.978308,2.3283684,2.806465,1.7761923,-1.3265674,4.651049,1
1.8514383,4.119342,5.209312,7.671851,8.007625,5.720442,6.968944,5.2407055,9.907792,1.8041344,8.362528,1.4773242,7.612867,3.6277514,-3.144961,3.6766336,0
4.1523867,9.765953,4.044381,5.597335,7.8942533,2.671363,2.1462443,8.747523,6.1728826,8.797562,4.9784417,2.3281944,2.8080027,1.7754622,-1.3272481,4.6509194,1
1.8374002,4.103807,5.20898,7.68185,8.0184965,5.73246,6.9585857,5.2493467,9.914423,1.7947242,8.370029,1.4780507,7.602079,3.635605,-3.1579943,3.680988,0
4.168616,9.7831745,4.0611935,5.5900955,7.8906507,2.6882231,2.1532655,8.766423,6.1803966,8.809181,4.9607306,2.3463237,2.811723,1.7648176,-1.3378016,4.6681647,1
1.8538835,4.1228905,5.2112026,7.6685576,8.003302,5.716168,6.973356,5.239646,9.906557,1.8079069,8.362236,1.4789476,7.617205,3.6272273,-3.1404893,3.674011,0
4.157248,9.771236,4.0528455,5.5903053,7.8888927,2.6797118,2.1529756,8.754371,6.1793284,8.80588,4.9704156,2.3342328,2.8132598,1.76751,-1.3350234,4.6587615,1
1.8683226,4.139844,5.2149014,7.6547832,7.987275,5.699354,6.9895234,5.231657,9.899637,1.822509,8.35629,1.4811945,7.633336,3.6204395,-3.1228466,3.6644912,0
4.151832,9.76566,4.0468507,5.594851,7.8924937,2.6737466,2.1484826,8.748933,6.174848,8.8003645,4.976355,2.3287902,2.8096595,1.772795,-1.3298008,4.652885,1
1.8575386,4.125484,5.210838,7.6659718,8.001442,5.7148476,6.974491,5.2370367,9.904308,1.8095984,8.360185,1.4783193,7.6186767,3.6251218,-3.1391466,3.672783,0
1.8362576,4.100348,5.2066016,7.68518,8.024044,5.740228,6.950627,5.2484283,9.913946,1.7885128,8.368953,1.4763267,7.5954695,3.6348965,-3.1657763,3.6870537,0
4.149538,9.763549,4.045802,5.592358,7.8892527,2.6726081,2.1509864,8.746586,6.1769357,8.801309,4.977735,2.3264678,2.8128736,1.7715775,-1.3308996,4.651495,1
1.9278871,4.2200966,5.21603,7.609108,7.92652,5.613628,7.065654,5.202366,9.883565,1.8835201,8.324184,1.4742383,7.7021136,3.58515,-3.0333602,3.62603,0
9.447184,5.7549562,5.8762803,5.014194,5.880356,4.172972,4.810396,2.7429981,-0.9405992,3.5861866,5.2415524,4.526329,6.303706,3.758329,-1.0059098,5.277954,1
1.9450946,4.2441907,5.202483,7.605711,7.919161,5.583716,7.0883937,5.1961193,9.886566,1.8975282,8.311414,1.4565396,7.7169127,3.5719516,-3.0030944,3.6118412,0
9.421692,5.7338767,5.88412,5.032499,5.914032,4.197378,4.7949266,2.726729,-0.9329216,3.5807724,5.24603,4.5231194,6.2795477,3.7743945,-0.98463047,5.272589,1
1.9629347,4.2696686,5.1881833,7.601987,7.9107256,5.551243,7.113552,5.189505,9.890202,1.9134787,8.2979965,1.4379946,7.7338476,3.5579522,-2.9703457,3.5964396,0
9.433492,5.7470956,5.876615,5.0253444,5.8996835,4.1872473,4.8040867,2.738393,-0.93446773,3.5805812,5.247046,4.5235844,6.293369,3.764835,-0.9936341,5.2749953,1
1.9569643,4.260989,5.188391,7.60595,7.9164715,5.5604424,7.105838,5.192029,9.891545,1.9077052,8.301209,1.4389776,7.7273173,3.561385,-2.980204,3.5997448,0
9.424583,5.745326,5.869295,5.0382714,5.919423,4.201175,4.799415,2.7377183,-0.92395145,3.5702393,5.2571263,4.518265,6.2890735,3.7648659,-0.97975844,5.2683535,1
1.8210846,4.113043,5.2640934,7.6452885,7.9552693,5.6721444,7.0331273,5.2762723,9.921578,1.8562607,8.407519,1.531375,7.6690173,3.6678827,-3.0983655,3.6230216,0
9.424198,5.7448645,5.866658,5.0413074,5.9245987,4.204055,4.797657,2.7365346,-0.92133874,3.5675027,5.259265,4.5170336,6.2883816,3.763967,-0.9761001,5.26539,1
1.9133487,4.1998835,5.227649,7.6117573,7.9325604,5.6381264,7.0474124,5.2080708,9.881414,1.872001,8.335627,1.4892007,7.690062,3.5967968,-3.0583858,3.6366882,0
9.426149,5.746944,5.861773,5.0458636,5.9306693,4.2072396,4.7956624,2.7358801,-0.9165693,3.5626714,5.2634516,4.5144467,6.290375,3.760468,-0.9709266,5.260981,1
1.8968045,4.173452,5.22171,7.6266537,7.9553814,5.664873,7.02276,5.215774,9.887796,1.8531581,8.342608,1.4843513,7.666313,3.6049545,-3.087467,3.6429935,0
9.431158,5.750328,5.8544035,5.04934,5.935743,4.2087045,4.794392,2.735775,-0.91186976,3.557568,5.267304,4.5119257,6.294122,3.7545385,-0.96654403,5.2549424,1
1.8675833,4.1394525,5.216058,7.6545367,7.987337,5.6989923,6.9899974,5.232832,9.900792,1.8231815,8.357163,1.4821941,7.633792,3.6211157,-3.1228313,3.6628845,0
9.432549,5.751579,5.8613963,5.0396185,5.919352,4.1995745,4.8002305,2.7398005,-0.9201579,3.565842,5.2606854,4.5158935,6.296014,3.7569578,-0.9782091,5.2635226,1
1.8495913,4.1173615,5.2089415,7.6723223,8.007929,5.718129,6.971324,5.242916,9.910108,1.806121,8.364528,1.4761865,7.6142144,3.6296716,-3.1432922,3.6713216,0
9.424599,5.7453747,5.8681154,5.039495,5.9212894,4.202289,4.7988396,2.737434,-0.9229167,3.5690143,5.258155,4.5177183,6.2890086,3.76447,-0.9783942,5.2672577,1
