0,1,2,3,4,5,6,7,8,9,10,class_numeric
5.405831,4.418991,2.4789772,4.1522374,5.4698815,4.1643143,9.879457,9.252028,6.7304196,2.4589856,4.9507546,0
5.375537,4.46301,2.4784815,4.4057956,5.429965,4.0868998,9.92224,9.221547,6.851184,2.3397193,5.0282555,1
5.148802,4.713856,2.8616557,4.6416388,5.1057806,3.717087,9.608674,9.0188875,6.5120735,2.5789247,5.329661,2
3.8800287,3.4153101,3.7172818,-0.8752621,5.5375433,4.5038557,6.2033234,9.553176,4.1033187,5.7152915,2.9640253,0
4.097493,3.217655,3.4411333,-1.634113,5.4846287,4.2280855,5.7170258,9.430547,3.5647504,5.9369855,2.8080215,1
4.07758,3.0846033,3.5570571,-1.4495288,5.486469,4.3668175,5.839361,9.580993,3.7538211,5.916969,2.720372,2
5.375129,4.3424034,2.4328754,4.0996313,5.4767747,4.1676526,9.783134,9.301924,6.6316833,2.5569751,4.922436,0
5.355867,4.4452534,2.4778333,4.3893614,5.439352,4.0924554,9.888545,9.238126,6.8169084,2.369611,5.02246,1
5.2068295,4.5983377,2.6104238,4.9550347,5.200952,3.6598988,9.709396,9.035956,6.700342,2.4461365,5.293895,2
3.9505508,3.3382614,3.6243546,-1.023349,5.4973574,4.48548,6.115646,9.562503,3.995583,5.745709,2.9232807,0
4.093157,3.180361,3.4794178,-1.5908564,5.4757543,4.2758365,5.7598,9.477075,3.6095746,5.9207706,2.7829025,1
4.08322,3.0156121,3.6244023,-1.3817252,5.492288,4.4281874,5.874523,9.658687,3.843158,5.9241395,2.6748319,2
5.373224,4.351714,2.4567575,4.10162,5.4938025,4.1815424,9.808702,9.307911,6.6562467,2.5318615,4.9131155,0
5.3402267,4.4846044,2.529726,4.4174414,5.3826537,4.0363026,9.867783,9.199126,6.7847533,2.3976285,5.060186,1
5.0883875,4.7871428,2.929403,4.5804105,5.050154,3.6919186,9.567266,8.955039,6.475008,2.612572,5.363699,2
3.9528399,3.3113344,3.636584,-1.0452482,5.4965696,4.496873,6.1066523,9.5848875,3.998286,5.7535725,2.8898222,0
4.0930014,3.1973531,3.4630716,-1.6228192,5.48179,4.2441473,5.730143,9.448692,3.5796697,5.931834,2.791636,1
4.0775056,3.0371673,3.6061754,-1.4136766,5.496456,4.3964863,5.8533206,9.626375,3.8061419,5.9281116,2.6860604,2
