0,1,2,active_hand,class_numeric
1.0767425,5.725949,-9.818901,1,0
-11.565033,6.0129166,-7.631287,0,0
1.09114,5.7249575,-9.829382,1,0
-11.573123,6.0208898,-7.6393847,0,0
1.0893998,5.712602,-9.833905,1,0
-11.561767,6.009545,-7.628033,0,0
1.0620037,5.74017,-9.806221,1,0
-11.558026,6.005885,-7.624315,0,0
1.0459722,5.757551,-9.788464,1,0
-11.561755,6.0095506,-7.628048,0,0
0.8987568,5.8492765,-9.648298,1,0
-11.536645,5.984994,-7.6028533,0,0
1.0217255,5.770786,-9.763691,1,0
-11.555715,6.0036845,-7.6219196,0,0
1.0066396,5.764472,-9.748992,1,0
-11.5496025,5.9977303,-7.6157794,0,0
0.98601043,5.781186,-9.724041,1,0
-11.546088,5.9948044,-7.612261,0,0
0.98799765,5.774451,-9.7323885,1,0
-11.559778,6.0089183,-7.625998,0,0
0.89415514,5.8000307,-9.666888,1,0
-11.517437,5.9661946,-7.583587,0,0
-11.525797,5.975664,-7.592075,0,0
0.79415476,5.8853164,-9.559839,1,0
-11.524265,5.972039,-7.590551,0,1
7.5704336,3.8507562,9.627434,1,1
-11.526638,5.97438,-7.592901,0,1
7.5152225,3.8901348,9.680151,1,1
-11.510617,5.958574,-7.576899,0,1
7.5348783,3.8805728,9.662402,1,1
-11.526102,5.9736505,-7.592295,0,1
7.548809,3.869771,9.649103,1,1
-11.520518,5.9683204,-7.586686,0,1
7.65067,3.8132803,9.553377,1,1
-11.519857,5.9691677,-7.586073,0,1
7.687288,3.7841535,9.517995,1,1
-11.526605,5.9741673,-7.592815,0,1
7.6029515,3.8324955,9.5974865,1,1
-11.529116,5.976604,-7.5953097,0,1
7.6020455,3.8313315,9.598447,1,1
-11.52985,5.9773946,-7.596118,0,1
7.5671225,3.854407,9.63187,1,1
-11.549349,5.9967537,-7.6155105,0,1
7.5453715,3.8754687,9.653203,1,1
-11.524596,5.9722557,-7.590811,0,1
7.64835,3.8082864,9.555333,1,1
-11.538254,5.9855933,-7.6044383,0,1
7.607751,3.8295736,9.593176,1,1
-1.5561773,-5.384811,2.4571123,0,0
-3.9561746,20.38899,-0.8976821,1,0
-1.6858408,-5.4408298,2.4274762,1,0
-3.931194,20.364004,-0.92287433,0,0
-1.7327492,-5.418195,2.3755147,1,0
-3.9679945,20.400946,-0.88610154,0,0
-1.5863695,-5.4156523,2.4625933,1,0
-3.998034,20.431114,-0.8560582,0,0
-1.7306852,-5.4518766,2.4031827,1,0
-3.9514172,20.384382,-0.90253174,0,0
-1.7864606,-5.4415064,2.356992,1,0
-4.000225,20.433369,-0.85411274,0,0
-1.9227225,-5.3859468,2.216743,1,0
-4.0527887,20.48609,-0.8017686,0,0
-1.9255055,-5.3292785,2.1411657,1,0
-4.0838766,20.517279,-0.7708868,0,0
-1.9544362,-5.362726,2.1705303,1,0
-4.0259237,20.459332,-0.82887167,0,0
-1.951694,-5.3293896,2.1336393,1,0
-4.0399184,20.473269,-0.814804,0,0
-1.9756737,-5.361301,2.1626775,1,0
-4.075716,20.509129,-0.77918315,0,0
-1.9484072,-5.3474755,2.1617298,1,0
-4.065298,20.498598,-0.7892973,0,0
-1.3473662,-5.379397,2.5997956,1,1
-4.2610383,20.694695,-0.5943412,0,1
-1.3374459,-5.376501,2.614674,1,1
-4.2146297,20.648209,-0.6407069,0,1
-1.3947158,-5.391869,2.5819852,1,1
-4.1774397,20.611107,-0.67782795,0,1
-1.273713,-5.357791,2.6495688,1,1
-4.2496657,20.68342,-0.60580456,0,1
-1.2900921,-5.3674636,2.6473765,1,1
-4.229316,20.662985,-0.6261353,0,1
-1.2985085,-5.368385,2.6404128,1,1
-4.226085,20.659832,-0.62939554,0,1
-1.3000528,-5.3714814,2.6393921,1,1
-4.270471,20.704237,-0.5851045,0,1
-1.2674518,-5.362743,2.6710951,1,1
-4.2708106,20.70462,-0.5847222,0,1
6.8177624,-0.68501157,4.6981015,1,1
-4.263724,20.697496,-0.5919254,0,1
6.8793983,-0.62596077,4.7549253,1,1
-4.2247596,20.65846,-0.63071024,0,1
6.827854,-0.6757239,4.7067156,1,1
-4.2999983,20.733824,-0.5555921,0,1
6.8211474,-0.67990243,4.7046137,1,1
-4.2832494,20.717144,-0.57226706,0,1
10.36491,12.615553,6.7622595,0,0
