class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,loadable,lr,optimizer,loss_fn,num_epochs
two-classes,0.5813953488372093,Spv,True,True,pca,None,1,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.4883720930232558,Spv,True,True,umap,None,1,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.4883720930232558,Spv,True,True,pca,None,3,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.5116279069767442,Spv,True,True,umap,None,3,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.4883720930232558,Spv,True,True,pca,None,5,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.5116279069767442,Spv,True,True,umap,None,5,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.5116279069767442,Spv,True,True,pca,None,7,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.5116279069767442,Spv,True,True,umap,None,7,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.5116279069767442,Spv,True,True,pca,None,9,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.5581395348837209,Spv,True,True,umap,None,9,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.5348837209302325,Spv,True,True,pca,None,11,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
two-classes,0.4883720930232558,Spv,True,True,umap,None,11,prajjwal1/bert-tiny,1e-05,"AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    decoupled_weight_decay: True
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 1e-05
    maximize: False
    weight_decay: 0
)",CrossEntropyLoss(),2
