0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,active_hand
9.302442,5.0068884,4.707859,6.575129,5.218663,5.5775094,3.93816,3.5294704,4.3249288,3.7690763,4.187172,5.3428216,-5.1692505,3.4577155,4.256258,5.728582,3.8790169,5.065388,5.565246,5.378523,4.2467957,4.5888305,4.417435,4.982083,1
0.22070655,13.576308,5.044273,4.154715,5.4112663,4.7543397,5.1369967,5.246683,5.882066,3.4006429,5.4622674,4.220049,4.8932147,4.671951,5.029755,5.1414046,5.59891,5.0254583,4.9661727,4.773038,4.818402,5.0791707,5.1755023,4.181663,0
9.256193,5.0041986,4.718857,6.4716663,5.2592463,5.6233683,3.9359202,3.5247226,4.2471013,3.815628,4.128143,5.328827,-5.2637744,3.4815245,4.2581496,5.819311,3.8816504,5.073521,5.624375,5.3578978,4.1860576,4.633541,4.4652233,4.946725,1
0.2525657,13.5982485,5.0868616,4.171032,5.4513235,4.7932,5.168113,5.2642317,5.921283,3.417456,5.449983,4.2146134,4.881548,4.6445956,4.9943643,5.1677074,5.630286,5.010314,4.9667487,4.766187,4.8139887,5.038807,5.210503,4.1496434,0
9.280961,4.999808,4.7235746,6.544634,5.2191424,5.5871215,3.9264557,3.5188634,4.29526,3.7869787,4.169779,5.3522305,-5.1958804,3.454732,4.2485604,5.759836,3.8736224,5.0636153,5.5826106,5.386517,4.2229075,4.593233,4.4282494,4.975633,1
0.23054335,13.571635,5.064412,4.170214,5.4290595,4.7709985,5.148515,5.2610865,5.8989935,3.4129288,5.4741673,4.198715,4.873733,4.6702785,5.0151625,5.1537337,5.6100135,5.011247,4.946761,4.7522283,4.7966256,5.061069,5.189646,4.1718836,0
9.274184,4.998093,4.723276,6.527003,5.2292233,5.597888,3.929261,3.5227218,4.2825346,3.794039,4.158834,5.346287,-5.2117662,3.4628315,4.2523584,5.7757654,3.880902,5.071599,5.593437,5.381399,4.2120233,4.604551,4.438969,4.9654994,1
0.23979911,13.584116,5.0734177,4.168721,5.438208,4.7801886,5.156589,5.260869,5.908215,3.4136379,5.4618044,4.208797,4.8797812,4.6586633,5.006638,5.159013,5.6184874,5.0124927,4.9582696,4.761317,4.807253,5.0519786,5.1982145,4.16241,0
9.290787,5.000769,4.722686,6.543543,5.2253184,5.5877395,3.9335139,3.52356,4.2947984,3.7925513,4.1600447,5.3505697,-5.186287,3.4594693,4.255675,5.7616405,3.8754807,5.064667,5.5922008,5.377755,4.232779,4.595231,4.427303,4.97402,1
0.2354212,13.582784,5.0666533,4.1655793,5.431966,4.774179,5.1521063,5.2577,5.902149,3.4107614,5.461628,4.21136,4.8828297,4.661461,5.01194,5.154997,5.613999,5.015396,4.960185,4.763984,4.809836,5.0582776,5.1930037,4.1668124,0
9.351401,5.009474,4.701164,6.5806885,5.2405624,5.579908,3.965219,3.549203,4.3348556,3.7797933,4.162144,5.338017,-5.0976696,3.4755967,4.287814,5.722138,3.8837285,5.0653343,5.589723,5.343044,4.303821,4.5940104,4.4147115,4.9839797,1
0.19339809,13.593323,4.989587,4.127487,5.365317,4.712204,5.107955,5.220338,5.839109,3.3792598,5.4394636,4.2487473,4.924536,4.6746325,5.065333,5.115346,5.5697885,5.0494432,4.995586,4.8018413,4.85014,5.12634,5.1410527,4.208593,0
9.293301,5.0018034,4.726232,6.558954,5.213437,5.57755,3.9265194,3.5147257,4.3054028,3.7904413,4.1651607,5.358265,-5.1763053,3.4485438,4.2469206,5.7484617,3.8673596,5.0568614,5.5872455,5.3867626,4.237518,4.584086,4.4171615,4.9822407,1
